time_s,EMG_ch1_uV,EMG_ch2_uV
13.1255,-117.274287168044,72.1929043666059
13.126,-99.5691427012137,93.0942033714855
13.1265,-12.7161410770833,110.77674034881
13.127,107.550273545124,126.829516779858
13.1275,113.641016930598,132.744836678302
13.128,21.6960071083945,124.153237035236
13.1285,34.5280585268086,112.189878067292
13.129,161.527919986256,105.860575808651
13.1295,142.349312827102,99.8254658034938
13.13,-44.1119867030713,95.695701888075
13.1305,14.6730559796318,110.886493208298
13.131,507.677062770368,141.460924964872
13.1315,928.876080529034,143.861683979886
13.132,737.744060393899,90.7533444398907
13.1325,182.566114376999,22.3128159950689
13.133,-97.5989974001209,-3.04742576095733
13.1335,-57.2002945746246,7.72903569666392
13.134,-172.810355366191,-0.211463255163682
13.1345,-500.561313941569,-37.5800555234027
13.135,-536.715084245967,-55.6511554702692
13.1355,-111.52834636589,-29.8806812794076
13.136,257.250734147954,-1.27897374060131
13.1365,157.342987446016,-11.968504857321
13.137,-126.036782434456,-46.347223408384
13.1375,-139.787062537103,-66.516800936723
13.138,56.2504578575124,-70.4889843557514
13.1385,116.896789126761,-80.9983998364551
13.139,2.81553109277816,-100.104794896795
13.1395,-52.1118390398116,-108.790464313566
13.14,17.6628240129652,-100.146375212051
13.1405,56.8377288076177,-85.4115659635632
13.141,-0.0179907299929165,-71.9225729803981
13.1415,-51.6298400600374,-56.3126116504852
13.142,-47.1157551173047,-38.6441856464289
13.1425,-61.8617601350886,-27.2892923150023
13.143,-136.012043718922,-27.1068871471425
13.1435,-194.743148731647,-32.4937238879606
13.144,-176.021532729281,-36.4020236726759
13.1445,-136.157139422355,-41.7269121466669
13.145,-162.88727774064,-57.5523749202058
13.1455,-232.474077806473,-82.3758517192685
13.146,-236.117189902963,-98.6726834375381
13.1465,-156.111710017801,-93.9821617812979
13.147,-117.109387266105,-81.0199378898485
13.1475,-185.212582058933,-78.9499202119682
13.148,-218.932150972982,-78.4175006902704
13.1485,-79.6305015772982,-52.5435617299356
13.149,95.2020006071287,-5.51071101300177
13.1495,81.0565490833667,26.047633479755
13.15,-4.05897820771357,34.2596989115073
13.1505,198.009269706231,60.6200987097596
13.151,677.425931028076,125.052010047566
13.1515,930.200766779597,174.327969823336
13.152,639.850717339006,148.286331203253
13.1525,133.400462891478,69.465322545427
13.153,-121.995474658486,12.6706079416683
13.1535,-146.76300237844,3.39294562718244
13.154,-209.168341197513,5.67476896117515
13.1545,-253.976967175706,1.94976736201788
13.155,-49.729043669157,17.8672916715094
13.1555,263.633376618805,57.9782270944649
13.156,290.641151225244,79.8474773851474
13.1565,11.9795164321282,58.1370944260833
13.157,-169.352208702985,24.9313368208398
13.1575,-58.2622188522129,16.0213924177899
13.158,80.6088680577249,17.6960277803574
13.1585,5.3304148473059,0.210501513242818
13.159,-147.024725540965,-28.7674355982095
13.1595,-152.430946150279,-40.5494770328263
13.16,-49.3536518937525,-32.7099516814758
13.1605,-1.16229592838361,-25.3935173295188
13.161,-19.0253161484702,-24.5595906251887
13.1615,-8.90041707843496,-19.5608476945874
13.162,37.7473930319901,-9.02325354134565
13.1625,54.4729190754878,-2.76160619511488
13.163,26.5534080394811,-1.74375430114304
13.1635,0.187431313324061,2.65885202259086
13.164,3.39362413592464,11.1720031203495
13.1645,17.3844101058899,15.5870538917582
13.165,10.7797783920276,15.232177853622
13.1655,-14.9025704206843,20.6063354281745
13.166,-18.0868256799472,37.7439546392408
13.1665,14.629129125206,57.5118572711008
13.167,13.2068663742633,64.7404284372737
13.1675,-76.2632279474279,55.9556496736249
13.168,-162.209090987912,44.781332336938
13.1685,-129.52082743443,45.5560825604426
13.169,-73.4370010395072,52.0082195926803
13.1695,-180.709885755549,42.677358241737
13.17,-353.577720296723,13.549147810321
13.1705,-260.749881947736,-8.54617718315421
13.171,125.569887494566,0.335549706917997
13.1715,385.269857251701,26.04663723944
13.172,245.077013181834,35.3445775901519
13.1725,-23.8424080969662,21.6705271881075
13.173,-83.2474339183574,7.21617361931176
