time_s,EMG_ch1_uV,EMG_ch2_uV
6.2825,21.3749694271529,2.48434690775752
6.283,60.7523426272548,7.1316187256722
6.2835,101.651841207899,10.3940323766003
6.284,126.741206114887,10.8540964179352
6.2845,129.189551280815,5.12424163009983
6.285,115.704960830023,-8.29138877736979
6.2855,92.6057098152421,-23.1286658465052
6.286,58.7246341639142,-29.0522608673105
6.2865,17.1149221473646,-22.9424592704503
6.287,-17.162168085658,-12.2211187533815
6.2875,-31.2184612108055,-5.08299768323749
6.288,-29.7169838163216,-1.68929749497132
6.2885,-26.1428782568771,2.19612798197995
6.289,-24.3476396146134,6.94927157485522
6.2895,-19.6846696198583,9.02617601086193
6.29,-13.6635389729951,7.17923297878542
6.2905,-13.8073186455686,4.16113305644501
6.291,-19.6309274038437,2.2386013109765
6.2915,-21.7417379792029,0.392643192186936
6.292,-16.7171827286051,-3.12507082582438
6.2925,-11.005750804005,-7.60274778346074
6.293,-6.96444908868565,-10.5685371581577
6.2935,2.71384418071787,-11.0324855396979
6.294,20.5528336536997,-11.0713054810435
6.2945,35.3734011757191,-13.5028094149646
6.295,36.8191425057876,-17.7452093771887
6.2955,30.3211136020967,-19.2129396196865
6.296,27.1464304518849,-14.5741294367971
6.2965,26.1328564154898,-6.83735723481342
6.297,18.0046829489616,-2.38864060949127
6.2975,4.55445829245255,-2.7727947485691
6.298,-0.773341730588882,-2.73402348408288
6.2985,7.01374156332584,2.30550221370315
6.299,16.9579108044161,10.2394360384855
6.2995,19.6443453580345,16.1697374940568
6.3,19.850118486542,19.2671638623682
6.3005,22.6148976818994,22.1569340730355
6.301,16.9296772854391,25.4070601431822
6.3015,-11.9983888845306,26.8442105350527
6.302,-57.0461598432505,25.918185061171
6.3025,-90.2759956110454,24.9346795003563
6.303,-93.3559096778611,25.4937958513659
6.3035,-77.153781858733,26.8580085697434
6.304,-67.0547359572188,28.5043538209889
6.3045,-77.2002267149197,31.175906208661
6.305,-103.35179681143,34.1678977808062
6.3055,-131.314034257492,34.5576741976642
6.306,-144.301765190928,31.2495802438119
6.3065,-130.404633768381,27.4373309108037
6.307,-94.877123332258,26.2195069704402
6.3075,-61.3728087790803,25.1860819307126
6.308,-48.8912739105208,18.7428996535856
