time_s,EMG_ch1_uV,EMG_ch2_uV
0,-2.71208275553659e-13,-9.9461340561359e-14
0.0005,-7.58946330022943,4.34342304012241
0.001,2.24417026123767,13.6021620689694
0.0015,23.9367974836119,31.1807562568987
0.002,39.4428658941656,54.8351218236137
0.0025,41.2980785708777,77.1106042620764
0.003,33.8561168502335,93.0547486443217
0.0035,21.7346951796554,103.984735745271
0.004,10.0170131574741,111.396117920209
0.0045,7.39714349647559,113.083582778731
0.005,15.8317560335509,109.608413657789
0.0055,24.3053555499439,108.298531247597
0.006,25.1586462798827,114.20796309919
0.0065,27.9119242268885,121.849876254861
0.007,42.7859330543482,122.80255422512
0.0075,59.7577944289724,117.234599732723
0.008,61.6438071888476,110.51836756479
0.0085,50.985234405331,102.716752548749
0.009,44.1344822933947,90.3167000929408
0.0095,42.9815289534528,75.415631924755
0.01,34.4589326254015,63.7624117643371
0.0105,18.4752488163761,55.3338181511158
0.011,14.9868525799064,45.7666782928551
0.0115,38.1679129542379,35.1981264693436
0.012,80.1081227484109,26.0008417795271
0.0125,124.247660601715,13.9440906857784
0.013,159.751921102031,-6.72597872603974
0.0135,180.281431768007,-30.7765734664652
0.014,185.785901303454,-48.4241359090186
0.0145,188.697209083731,-64.3507742464947
0.015,199.600975833128,-92.8430551497472
0.0155,202.798702271908,-128.862159998762
0.016,168.541118580573,-142.982164061048
0.0165,98.3545636105708,-118.178366540269
0.017,34.2287341575756,-77.2272575727772
0.0175,6.66512233497324,-56.5693447219092
0.018,-5.3914152049036,-62.0533683557677
0.0185,-41.2366962188018,-68.8627590939615
0.019,-101.252568313267,-60.3570454428477
0.0195,-149.109420219884,-46.7224972969161
0.02,-162.886556860208,-42.9172146704184
0.0205,-157.453570765054,-46.1550288037522
0.021,-155.789332982082,-43.8461332379909
0.0215,-160.891949216696,-32.3590867903234
0.022,-162.414381037316,-17.9623993534959
0.0225,-154.95668649931,-5.05309967868533
0.023,-141.468127623345,7.81753030913381
0.0235,-127.447323486549,22.0955984779664
0.024,-117.265074475471,35.584599176506
0.0245,-111.251009047583,45.0868740739571
0.025,-105.337958185394,49.7970174608814
0.0255,-98.2667495301517,51.6020119929365
0.026,-96.5986167318986,52.9323631753533
0.0265,-105.132159381695,54.3219944620379
0.027,-114.863603331771,54.1720364187362
0.0275,-109.85126788046,51.0491939538806
0.028,-85.9494469155791,45.2304652229941
0.0285,-55.0503262144525,37.7910572870358
0.029,-31.1480179569523,30.1503378774631
0.0295,-19.0319065226782,24.8897813042328
0.03,-15.0957133666176,23.887363230591
0.0305,-11.1285654323215,24.5700550870209
0.031,2.4831970631035,21.68651373711
0.0315,30.0576340042287,14.0370605914838
0.032,66.3649699889396,4.84863182841957
0.0325,102.964364185233,-5.6913037773942
0.033,135.979310399488,-21.3945856371266
0.0335,163.288454166483,-40.8560500532791
0.034,180.139300635611,-56.1114676761326
0.0345,185.27936856864,-66.0059642998347
0.035,185.280218338835,-80.6889177881424
0.0355,183.096818278616,-102.860660144962
0.036,169.150805393246,-114.265428700709
0.0365,137.089967527083,-96.4939851187794
0.037,102.949965032624,-60.5014740028497
0.0375,91.2215944600694,-37.7116310506474
0.038,102.174637016593,-41.0624163227855
0.0385,110.417563849289,-51.6915700442982
0.039,99.3186120694614,-48.3305020926599
0.0395,80.0878790849701,-33.2391196068328
0.04,69.4242664655385,-20.0898170024667
0.0405,63.2041695330145,-10.3666028159418
0.041,44.1199161742855,4.39015108810588
0.0415,6.04645112108959,24.677660111959
0.042,-41.3312910045454,41.3615758745154
0.0425,-87.5420874318844,49.6676850925304
0.043,-130.634163112583,53.9587609143905
0.0435,-172.821897871836,58.5734349121756
0.044,-214.315427158491,62.327843618622
0.0445,-251.676927219178,63.1946398736484
0.045,-277.719273374905,62.0185985803328
0.0455,-283.272001896925,60.012925573139
0.046,-263.360277638003,57.2113431076926
0.0465,-223.60070544487,54.7120819288593
0.047,-178.984632952175,54.62422814643
0.0475,-143.523588742592,56.3181095317423
0.048,-118.714298329793,55.7975465007099
0.0485,-92.9629235903526,50.6323423866506
0.049,-55.8732155279238,43.4716505794546
0.0495,-12.9832036177463,38.6554876701962
0.05,18.6780266134332,36.4071224356134
